path,source_title,display_title,title,module,display_tier,frontend_eligible,quality_score,status,tags,sources,hidden_reasons,frontend_hidden_reasons,frontend_quality_warnings
wiki/concepts/07-技能库-原子技能-video-comparer.md,video-comparer 技能,video-comparer 技能,video-comparer 技能,library,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:07-技能库-原子技能-|source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/concepts/07-技能库-原子技能-yeet.md,yeet 技能,yeet 技能,yeet 技能,library,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:07-技能库-原子技能-|source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/concepts/07-技能库-说明-技能库说明.md,技能库说明,技能库说明,技能库说明,library,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/concepts/99-模板-EvoMap-进化笔记模板.md,EvoMap 进化笔记模板,EvoMap 进化笔记模板,EvoMap 进化笔记模板,library,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:99-模板-|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:模板,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/concepts/99-模板-LLM-Wiki-条目模板.md,LLM Wiki 条目模板,LLM Wiki 条目模板,LLM Wiki 条目模板,library,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:99-模板-|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:模板,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/concepts/99-模板-周回顾模板.md,周回顾 - {{year}}-W{{week}},周回顾 - {{year}}-W{{week}},周回顾 - {{year}}-W{{week}},library,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:99-模板-|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:{{year}},displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/concepts/99-模板-每日回顾模板.md,{{date}} 每日回顾,{{date}} 每日回顾,{{date}} 每日回顾,journal,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:99-模板-|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:{{date}},displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/concepts/99-模板-每日笔记模板.md,每日笔记模板,每日笔记模板,每日笔记模板,journal,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:99-模板-|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:模板,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/concepts/wiki-concepts-README.md,Concepts,Concepts,Concepts,library,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],content:too-thin|source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|title:not-chinese-reader-ready,
wiki/people/wiki-people-README.md,People,People,People,library,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],content:too-thin|source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|title:not-chinese-reader-ready,
wiki/projects/02-项目笔记-项目笔记总览.md,项目笔记总览,项目笔记总览,项目笔记总览,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/02-领域-最佳实践-项目环境配置指导.md,项目环境配置指导,项目环境配置指导,项目环境配置指导,works,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/03-资源-参考资料-AIRI项目官方文档.md,AIRI项目官方文档,AIRI项目官方文档,AIRI项目官方文档,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|summary:missing-or-title-only|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-优化-项目同步_17-46.md,活跃项目同步报告,活跃项目同步报告,活跃项目同步报告,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:项目同步_|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:同步报告,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-优化-项目同步_18-23.md,活跃项目同步报告,活跃项目同步报告,活跃项目同步报告,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:项目同步_|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:同步报告,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-优化-项目同步_19-24.md,活跃项目同步报告,活跃项目同步报告,活跃项目同步报告,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:项目同步_|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:同步报告,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-优化-项目同步_20-51.md,活跃项目同步报告,活跃项目同步报告,活跃项目同步报告,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:项目同步_|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:同步报告,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-优化-项目同步_21-51.md,活跃项目同步报告,活跃项目同步报告,活跃项目同步报告,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:项目同步_|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:同步报告,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-项目-Coze复刻计划-Coze复刻计划.md,>-,Coze复刻计划-Coze复刻计划,Coze复刻计划-Coze复刻计划,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/04-知识库-项目-竞赛系统-项目记录-2026-04-20.md,竞赛系统开发项目记录,竞赛系统开发项目记录,竞赛系统开发项目记录,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-项目索引.md,项目索引,项目索引,项目索引,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-领域研究-AI-Agent技术-项目架构-an-clan_Project_Architecture.md,an-clan (安氏宗门) 元逻辑架构图,an-clan (安氏宗门) 元逻辑架构图,an-clan (安氏宗门) 元逻辑架构图,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-领域研究-AI-Agent技术-项目架构-mcc_Project_Architecture.md,mcc (Master Control Console) 项目架构图,mcc (Master Control Console) 项目架构图,mcc (Master Control Console) 项目架构图,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/04-知识库-领域研究-AI-Agent技术-项目架构-zongmen-gui_Project_Architecture.md,zongmen-gui (宗门管理 GUI) 项目架构图,zongmen-gui (宗门管理 GUI) 项目架构图,zongmen-gui (宗门管理 GUI) 项目架构图,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/05-外部信息-下载文档-airi项目官方README.md,AIRI 项目官方 README,AIRI 项目官方 README,AIRI 项目官方 README,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],content:too-thin|source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-下载文档-new-api项目README.md,new-api 项目 README,new-api 项目 README,new-api 项目 README,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],content:too-thin|source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_025.md,PROGRESS SNAPSHOT 025,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_025,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_025,works,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_050.md,PROGRESS SNAPSHOT 050,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_050,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_050,works,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_075.md,PROGRESS SNAPSHOT 075,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_075,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_075,works,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_100.md,PROGRESS SNAPSHOT 100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_100,works,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_025.md,PROGRESS SNAPSHOT openclaw 025,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_025,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_025,works,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_075.md,PROGRESS SNAPSHOT openclaw 075,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_075,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_075,works,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_100.md,PROGRESS SNAPSHOT openclaw 100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_100,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_v2_100.md,PROGRESS SNAPSHOT openclaw v2 100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_v2_100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_openclaw_v2_100,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_optimization_audit_100.md,PROGRESS SNAPSHOT optimization audit 100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_optimization_audit_100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_optimization_audit_100,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_025.md,PROGRESS SNAPSHOT v1.1 025,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_025,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_025,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_050.md,PROGRESS SNAPSHOT v1.1 050,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_050,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_050,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_075.md,PROGRESS SNAPSHOT v1.1 075,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_075,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_075,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_100.md,PROGRESS SNAPSHOT v1.1 100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_100,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_1_100,works,hidden,no,30,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_2_025.md,PROGRESS SNAPSHOT v1.2 025,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_2_025,项目文档-xiaoan-finetune-PROGRESS_SNAPSHOT_v1_2_025,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],path-pattern:PROGRESS_SNAPSHOT|source:archive-only|status:migrated-needs-source-review|tag:migrated|title-pattern:PROGRESS_SNAPSHOT,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-TARGET_CARD.md,TARGET_CARD,项目文档-xiaoan-finetune-TARGET_CARD,项目文档-xiaoan-finetune-TARGET_CARD,works,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-TASK_STATE.md,TASK_STATE,项目文档-xiaoan-finetune-TASK_STATE,项目文档-xiaoan-finetune-TASK_STATE,works,hidden,no,48,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-data-knowledge-lessons.md,小安复盘知识库,小安复盘知识库,小安复盘知识库,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|summary:missing-or-title-only|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-docs-apple_ssd_integration.md,Apple SSD 集成说明,Apple SSD 集成说明,Apple SSD 集成说明,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|summary:missing-or-title-only|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-docs-best_practices_sources.md,最佳实践来源清单（用于后续持续更新）,最佳实践来源清单（用于后续持续更新）,最佳实践来源清单（用于后续持续更新）,works,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|summary:missing-or-title-only|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-docs-retrospective_memory_loop.md,小安行动复盘与记忆迭代闭环,小安行动复盘与记忆迭代闭环,小安行动复盘与记忆迭代闭环,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-reports-external_dataset_audit_v1.0.md,External SFT Dataset Audit,项目文档-xiaoan-finetune-reports-external_dataset_audit_v1.0,项目文档-xiaoan-finetune-reports-external_dataset_audit_v1.0,works,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:auto-generated,summary:auto-generated
wiki/projects/05-外部信息-项目文档-xiaoan-finetune-reports-startup_7b_blocker_20260406.md,7B Startup Blocker (2026-04-06),项目文档-xiaoan-finetune-reports-startup_7b_blocker_20260406,项目文档-xiaoan-finetune-reports-startup_7b_blocker_20260406,works,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/98-GitHub项目-ollama.ollama-ollama.ollama.md,ollama.ollama 深度调研,ollama.ollama 深度调研,ollama.ollama 深度调研,works,hidden,no,48,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|summary:missing-or-title-only|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/projects/98-GitHub项目-本地AI资源聚合项目调研.md,本地AI资源聚合项目调研,本地AI资源聚合项目调研,本地AI资源聚合项目调研,works,hidden,no,48,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/projects/root-maintenance-backlog.md,Root Maintenance Backlog,- 根问题清单,- 根问题清单,works,hidden,no,71,public,llm-wiki|project|maintenance,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:auto-generated,summary:auto-generated
wiki/projects/wiki-projects-README.md,Projects,Projects,Projects,works,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],content:too-thin|source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|title:not-chinese-reader-ready,
wiki/projects/wiki-projects-karpathy-llm-wiki-alignment-2026-05-12.md,Karpathy LLM Wiki Alignment 2026-05-12,Karpathy LLM Wiki Alignment 2026-05-12,Karpathy LLM Wiki Alignment 2026-05-12,works,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|title:not-chinese-reader-ready|summary:not-chinese-reader-ready,
wiki/sources/wiki-sources-README.md,Sources,Sources,Sources,library,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|title:not-chinese-reader-ready,
wiki/sources/wiki-sources-karpathy-llm-wiki-pattern.md,Karpathy LLM Wiki Pattern,Karpathy LLM Wiki Pattern,Karpathy LLM Wiki Pattern,library,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|title:not-chinese-reader-ready|summary:not-chinese-reader-ready,
wiki/synthesis/wiki-_templates-note.md,Title,Title,Title,library,hidden,no,20,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],content:too-thin|path-pattern:wiki-_templates|source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|title:not-chinese-reader-ready,
wiki/synthesis/wiki-index.md,LLM Wiki Index,LLM Wiki Index,LLM Wiki Index,library,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|title:not-chinese-reader-ready,
wiki/topics/02-领域-AI工具生态-记忆系统对比.md,记忆系统对比,记忆系统对比,记忆系统对比,library,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/topics/02-领域-学习笔记-微调qwen本地模型.md,微调 Qwen 本地模型,微调 Qwen 本地模型,微调 Qwen 本地模型,library,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/topics/02-领域-知识索引-(MOC).md,知识索引 (MOC),知识索引 (MOC),知识索引 (MOC),library,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/topics/03-资源-参考资料-AI-Commander文档索引.md,AI Commander文档索引,AI Commander文档索引,AI Commander文档索引,library,hidden,no,48,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low,
wiki/topics/03-资源-参考资料-电脑硬件资产.md,电脑硬件资产,电脑硬件资产,电脑硬件资产,library,hidden,no,43,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/topics/03-资源-工具配置-AI工具总览.md,AI 工具总览,AI 工具总览,AI 工具总览,library,hidden,no,33,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
wiki/topics/03-资源-提示词库-Claude灵魂提示词.md,Claude灵魂提示词,Claude灵魂提示词,Claude灵魂提示词,library,hidden,no,48,public,llm-wiki|migrated,[[wiki/sources/pre-rebuild-vault-archive]],source:archive-only|status:migrated-needs-source-review|tag:migrated,displayTier:hidden|hiddenReasons:not-empty|qualityScore:too-low|summary:not-chinese-reader-ready,
